,A,B,C,D,E,S
7702,3.46,20.39,5.41,16.94,6.21,4942.11
7703,4.59,22.92,4.76,21.34,4.4,3207.94
7704,4.37,5.3,5.42,15.56,3.41,1627.91
7705,2.18,25.4,4.29,2.27,8.04,1851.89
7706,4.96,21.26,4.4,19.96,6.96,1086.03
7707,3.73,5.11,5.17,19.39,7.01,1585.61
7708,4.86,19.58,5.5,1.72,4.43,3428.28
7709,4.53,9.47,5.3,7.68,8.99,4178.07
7710,4.27,4.36,5.25,9.02,5.0,3337.36
7711,4.8,6.75,5.58,1.35,2.52,4044.22
7712,1.08,24.96,5.73,17.49,3.73,2537.41
7713,2.27,7.66,4.33,2.92,2.23,3768.29
7714,4.55,29.78,4.91,5.51,6.86,4571.43
7715,2.28,16.72,4.12,7.65,5.22,2498.05
7716,3.25,17.76,5.54,7.16,4.26,2369.09
7717,2.94,18.3,4.92,4.4,2.25,1204.42
7718,1.45,26.39,4.29,8.24,2.28,4563.86
7719,3.86,23.48,4.57,18.03,7.7,2030.95
7720,3.14,11.64,4.51,15.46,4.45,1433.93
7721,2.21,24.66,4.26,10.45,2.66,565.48
7722,3.49,19.1,5.76,13.34,4.88,4546.62
7723,4.13,2.61,4.04,6.15,7.41,2538.43
7724,2.31,26.07,4.04,11.0,6.76,4772.43
7725,3.74,25.95,4.68,14.48,2.76,1020.88
7726,1.15,4.42,5.99,9.43,5.68,4391.3
7727,1.55,29.72,5.83,11.32,8.73,2104.02
7728,1.86,28.16,4.67,13.05,6.82,2631.98
7729,3.21,19.86,5.15,18.4,2.95,1335.22
7730,2.88,5.3,4.09,19.39,6.6,4674.79
7731,1.29,26.94,5.62,20.74,6.12,2104.92
7732,4.98,10.75,4.18,15.97,4.69,1117.03
7733,1.2,21.49,4.25,17.46,2.09,571.19
7734,3.53,22.25,4.04,6.6,4.57,4118.3
7735,2.73,23.75,4.99,3.8,2.12,4873.17
7736,4.72,28.02,5.06,13.31,4.29,2179.78
7737,3.25,18.09,4.45,20.7,7.1,2121.02
7738,4.8,12.0,5.5,12.81,8.86,1785.06
7739,3.7,4.59,5.37,9.81,6.91,3826.36
7740,4.49,19.23,5.76,9.51,2.54,3879.34
7741,3.44,16.71,5.42,12.69,8.86,1696.56
7742,3.23,12.19,5.3,17.07,8.13,1514.24
7743,4.51,8.8,5.38,20.85,2.18,1453.89
7744,2.1,5.13,4.21,13.04,8.92,3075.37
7745,3.63,7.26,5.1,21.73,5.37,1817.27
7746,1.24,8.48,4.58,17.57,8.42,4809.82
7747,3.54,8.08,4.15,20.53,8.27,4714.08
7748,4.87,4.5,4.0,11.88,4.29,622.04
7749,1.62,17.46,4.09,14.58,8.87,4649.98
7750,4.45,8.1,5.06,1.2,6.12,2711.55
7751,3.84,28.5,4.55,22.84,5.56,2648.93
7752,2.35,7.48,4.36,7.71,3.6,4737.54
7753,2.76,8.28,4.32,13.07,3.07,4567.56
7754,2.65,16.69,4.37,9.98,2.45,791.82
7755,3.02,8.43,5.52,1.27,5.72,3554.78
7756,2.43,19.16,5.79,3.87,6.7,3212.74
7757,4.72,3.0,4.34,16.89,3.42,4200.14
7758,3.16,23.11,5.19,7.64,3.71,1380.0
7759,2.15,21.63,5.39,3.02,2.47,1731.12
7760,3.6,11.16,4.17,8.46,8.5,4333.6
7761,4.0,18.4,5.07,20.02,5.55,2661.86
7762,4.22,27.21,5.86,21.4,7.76,573.28
7763,1.61,23.05,5.31,15.52,3.0,2596.09
7764,4.37,5.09,4.53,16.91,3.94,3964.86
7765,4.56,10.03,4.08,5.59,7.66,4812.4
7766,4.23,4.83,5.21,17.44,6.63,3816.85
7767,3.03,5.87,4.46,17.94,5.55,4269.26
7768,1.46,19.42,4.48,5.98,5.81,4739.15
7769,3.19,18.29,4.59,20.68,2.1,1633.57
7770,3.93,16.47,4.26,20.76,7.62,4250.12
7771,1.05,7.62,5.55,10.43,8.82,3201.58
7772,1.53,4.51,5.38,14.43,6.14,2165.34
7773,2.9,5.83,5.03,17.26,7.92,1269.34
7774,1.72,16.06,4.78,22.47,6.49,4971.78
7775,2.37,7.53,5.77,22.69,3.81,1390.15
7776,4.25,21.39,4.9,22.93,8.91,1784.54
7777,1.19,7.99,5.03,11.93,6.89,1408.84
7778,1.52,27.38,4.63,16.57,5.03,3135.2
7779,2.06,6.28,5.69,13.55,8.47,3447.25
7780,3.73,28.03,4.72,7.99,2.38,1074.7
7781,1.66,9.16,5.1,9.61,5.44,4320.96
7782,1.62,12.4,5.56,13.91,4.95,3970.9
7783,3.04,10.31,4.46,4.54,7.1,1647.83
7784,1.83,15.8,4.67,13.77,3.34,2696.47
7785,1.07,25.6,5.29,15.78,3.79,709.14
7786,2.59,7.65,4.88,18.41,8.13,4467.62
7787,2.04,27.02,4.29,13.74,2.56,3519.01
7788,1.15,20.52,4.46,11.71,4.94,1836.11
7789,1.71,11.72,4.91,12.67,8.19,693.35
7790,4.76,22.35,5.85,20.31,7.07,1422.47
7791,3.78,16.57,4.7,8.54,8.33,4713.68
7792,3.9,24.42,5.96,12.17,8.69,3600.32
7793,2.88,16.21,4.24,4.02,2.14,1612.41
7794,1.24,11.76,4.45,9.24,6.93,4834.95
7795,1.54,23.42,4.12,3.93,8.11,4196.83
7796,4.12,7.04,5.13,11.9,4.71,2801.62
7797,2.01,7.9,4.88,8.07,8.19,2484.82
7798,2.11,10.51,5.77,5.78,6.49,4871.98
7799,3.8,26.03,5.34,4.14,8.47,1292.05
7800,3.68,5.33,4.61,21.12,6.84,4165.02
7801,3.27,27.3,4.73,10.48,5.42,3852.9
7802,1.06,28.16,4.29,20.79,4.66,3966.73
7803,2.72,2.32,4.22,20.33,3.33,4081.71
7804,2.37,4.17,4.1,20.57,7.31,4449.38
7805,4.31,18.96,4.17,22.62,8.44,3640.53
7806,3.39,27.5,4.67,19.37,4.52,3502.16
7807,1.73,23.47,4.13,18.38,7.55,1776.49
7808,3.54,14.47,4.75,17.42,2.18,1397.25
7809,2.06,14.6,4.55,10.15,5.02,4700.06
7810,2.92,23.74,5.83,16.65,7.04,2541.6
7811,2.66,14.05,4.29,17.41,8.5,841.33
7812,4.61,4.96,5.25,6.41,7.37,4821.47
7813,4.58,6.09,4.17,12.58,2.03,4087.87
7814,1.79,25.68,5.04,21.38,4.28,763.8
7815,2.39,12.85,4.34,2.51,2.9,1062.97
7816,2.39,10.18,5.72,7.86,2.5,3066.52
7817,3.71,2.16,5.73,19.98,2.35,2503.94
7818,3.24,27.41,5.35,5.85,8.11,2965.44
7819,2.65,12.27,5.96,3.01,4.84,3215.79
7820,2.55,11.99,5.3,14.8,4.72,803.04
7821,4.32,26.97,5.55,20.1,7.41,3496.11
7822,3.08,7.78,5.67,19.26,3.99,4784.34
7823,4.9,17.75,4.35,1.72,4.17,1634.54
7824,2.49,7.99,5.48,17.79,7.95,1164.21
7825,2.51,22.78,5.29,2.35,4.35,827.33
7826,4.59,3.26,5.66,9.88,3.19,3117.99
7827,1.08,20.7,4.57,5.43,3.7,2568.2
7828,4.7,9.76,5.5,2.66,7.17,2543.39
7829,4.86,16.2,4.52,7.0,3.41,3039.3
7830,2.48,8.85,5.64,1.68,5.58,2761.48
7831,2.0,20.17,5.85,10.36,4.51,3664.55
7832,2.33,28.24,4.39,21.78,6.71,3732.19
7833,2.16,5.35,4.67,14.63,3.42,1138.79
7834,1.97,25.6,5.39,18.26,6.18,1169.99
7835,4.08,18.69,5.69,17.89,3.19,2586.05
7836,1.1,10.7,4.81,22.08,7.25,4316.61
7837,1.08,19.87,4.66,19.07,4.88,1707.09
7838,3.35,27.57,4.73,6.7,3.29,879.84
7839,1.37,6.42,5.43,3.35,4.76,3692.35
7840,4.29,25.96,4.97,1.28,5.87,2060.26
7841,1.44,23.08,4.48,18.05,6.55,4870.03
7842,4.22,28.2,5.46,15.85,5.19,3830.2
7843,4.63,25.79,5.46,1.47,4.87,4687.2
7844,4.87,15.32,5.4,13.34,4.61,4970.61
7845,4.0,6.56,4.8,17.1,6.1,545.24
7846,1.95,12.88,5.46,5.44,7.85,2801.58
7847,3.32,15.91,4.28,5.37,8.04,4364.7
7848,3.91,13.24,4.08,14.29,8.54,1959.75
7849,1.33,21.21,5.99,22.51,5.75,1184.14
7850,3.7,8.45,5.54,16.85,6.8,3708.87
7851,3.7,16.58,4.48,18.63,3.02,4358.29
7852,2.11,14.05,5.67,7.93,5.08,1806.81
7853,2.87,15.89,4.28,4.55,8.96,1757.26
7854,4.23,24.34,4.02,5.82,5.47,4979.4
7855,1.69,9.16,5.65,15.05,3.1,1927.19
7856,2.88,5.17,5.11,3.76,4.8,2049.27
7857,2.78,26.99,4.92,4.48,5.03,3207.61
7858,4.13,8.42,5.94,11.6,7.47,2760.63
7859,1.83,17.15,5.1,19.8,5.11,3999.51
7860,4.72,7.67,4.93,21.9,6.68,1542.23
7861,2.94,25.61,4.32,8.68,5.14,3326.77
7862,1.46,28.8,4.28,19.08,4.26,4119.99
7863,1.65,21.73,4.51,17.34,4.91,2665.43
7864,3.25,17.75,4.55,19.52,2.61,707.95
7865,1.03,26.51,5.1,13.96,5.17,3944.84
7866,3.29,6.1,4.74,1.57,6.92,3238.36
7867,4.35,6.47,5.29,20.59,2.87,1867.29
7868,2.72,27.35,4.85,16.13,8.52,4548.31
7869,2.53,9.25,4.54,4.45,5.02,754.66
7870,1.9,2.12,4.28,8.91,5.82,2444.45
7871,3.43,14.45,5.27,9.29,4.32,1038.27
7872,4.64,11.46,4.91,12.2,7.6,4167.15
7873,4.47,26.6,5.35,7.89,2.44,1463.15
7874,2.09,11.52,4.16,7.08,8.83,4204.13
7875,4.34,8.83,4.91,12.26,8.49,2428.96
7876,1.96,21.43,4.89,21.72,3.8,1943.76
7877,4.97,3.14,5.89,5.0,6.23,1315.16
7878,2.43,5.32,4.22,5.6,2.47,3796.01
7879,2.54,10.04,4.03,12.1,4.99,1757.11
7880,3.99,2.23,5.81,8.58,7.37,3436.66
7881,2.4,27.5,4.08,1.04,2.99,4348.48
7882,2.84,21.82,5.57,17.64,6.92,4070.03
7883,1.29,12.35,5.42,22.85,8.4,2995.42
7884,1.62,3.82,5.49,8.85,4.74,4224.58
7885,3.81,17.51,5.97,10.69,2.35,2750.37
7886,2.11,2.66,5.31,7.86,7.23,840.7
7887,2.67,24.65,4.64,1.77,2.26,2408.21
7888,4.71,12.2,5.21,21.71,4.07,3403.67
7889,1.75,8.56,5.65,5.07,7.57,1944.54
7890,3.95,11.39,4.46,18.27,8.77,2741.67
7891,2.07,27.22,4.1,14.48,4.34,3137.69
7892,3.07,14.51,5.45,11.7,3.42,2990.13
7893,3.42,19.05,5.67,4.83,4.59,2744.13
7894,3.39,20.27,4.17,1.54,2.49,949.26
7895,3.65,12.46,5.24,20.4,4.56,2088.61
7896,3.28,16.51,5.74,12.45,3.63,1551.26
7897,2.83,17.65,4.06,16.72,5.93,1961.51
7898,1.38,18.04,4.14,4.35,5.09,4065.2
7899,2.85,29.34,4.64,14.45,6.92,4654.49
7900,3.61,6.62,4.19,5.75,6.94,2293.49
7901,2.51,11.94,4.34,14.71,4.82,2291.61
7902,3.59,25.25,5.84,9.89,6.45,1108.32
7903,4.44,27.88,4.63,7.46,8.37,1858.14
7904,1.1,3.09,5.54,17.7,4.66,4725.83
7905,2.68,27.44,5.27,17.38,8.04,528.4
7906,2.53,29.31,5.18,12.01,7.66,4074.76
7907,2.02,15.32,4.95,7.58,3.14,1586.5
7908,2.54,28.44,5.05,18.16,7.97,4501.41
7909,1.57,2.81,5.65,10.34,3.97,1800.09
7910,2.67,18.24,5.67,11.29,4.12,3183.75
7911,4.72,2.91,5.48,5.47,7.2,1495.69
7912,2.78,26.27,4.87,16.06,7.44,1156.4
7913,3.65,25.4,4.9,13.94,3.07,940.4
7914,3.21,7.4,4.77,22.17,6.44,3336.41
7915,1.8,16.78,5.26,10.28,7.25,3875.39
7916,1.6,15.95,4.94,17.4,6.22,2570.13
7917,2.09,12.14,5.65,19.1,3.17,4733.34
7918,2.02,19.41,5.08,12.15,2.87,1952.75
7919,3.06,22.21,5.25,8.1,4.97,657.08
7920,3.36,7.12,4.14,11.07,4.29,3639.76
7921,4.6,4.99,4.47,5.19,6.6,2871.95
7922,3.02,18.55,4.37,12.2,8.04,1577.97
7923,1.34,21.0,4.92,15.8,2.52,4474.0
7924,1.09,22.39,5.56,6.36,2.62,705.1
7925,2.86,2.35,4.93,3.04,2.37,1768.51
7926,2.63,5.16,4.74,1.62,7.23,3759.84
7927,2.27,16.48,5.33,15.27,5.52,991.24
7928,3.94,23.01,4.54,10.54,4.5,4528.46
7929,2.79,23.04,5.09,6.19,6.41,2670.23
7930,1.39,9.51,4.21,13.87,4.15,4493.45
7931,3.47,21.42,4.39,3.75,4.52,3342.2
7932,4.76,29.99,4.23,16.15,3.44,4112.43
7933,2.89,10.31,5.55,15.45,4.09,3365.39
7934,4.89,27.23,5.05,22.76,6.08,3970.57
7935,1.38,8.47,4.93,18.89,8.98,2435.92
7936,1.23,15.08,4.18,21.25,4.91,693.4
7937,3.48,15.65,5.85,14.42,8.33,3321.17
7938,4.06,20.57,5.88,10.61,8.05,4925.41
7939,2.15,23.93,5.93,11.0,6.52,3939.55
7940,3.73,2.93,5.96,10.42,3.26,1104.71
7941,2.9,21.58,4.35,9.57,7.97,771.17
7942,3.49,25.64,4.83,12.43,8.99,3540.34
7943,4.75,13.23,4.59,6.21,7.2,4312.42
7944,1.2,24.18,5.14,15.4,4.67,4525.12
7945,2.26,8.59,4.96,12.53,8.07,2753.77
7946,2.71,22.06,4.66,13.0,6.55,2578.19
7947,2.32,24.25,4.5,17.98,6.59,1257.87
7948,2.61,20.62,4.49,5.85,5.69,3195.3
7949,4.14,22.57,4.83,6.41,3.08,1827.68
7950,2.72,18.9,4.8,11.97,2.91,2132.37
7951,1.63,15.49,4.98,9.2,6.0,3863.67
7952,3.81,9.01,5.41,4.84,7.51,2416.88
7953,4.99,12.83,4.01,4.15,2.93,2642.52
7954,3.48,6.61,5.44,21.81,6.01,2860.18
7955,3.97,9.79,4.32,18.05,3.34,4751.61
7956,1.55,23.65,5.28,2.06,5.02,4542.16
7957,3.41,23.09,5.48,13.35,6.78,2378.12
7958,1.34,22.35,5.1,7.77,6.45,1776.95
7959,4.45,21.93,4.65,22.07,8.01,1205.82
7960,2.17,14.25,5.98,4.01,7.37,2950.23
7961,3.9,13.87,5.88,4.22,6.37,4769.03
7962,1.48,5.36,5.61,3.59,6.79,3274.49
7963,2.3,12.34,5.85,15.4,5.61,2787.63
7964,1.39,15.49,4.43,10.09,6.59,3501.31
7965,1.14,17.5,4.86,5.93,2.21,1867.45
7966,1.4,15.74,4.87,18.43,5.67,4652.44
7967,4.71,20.71,5.72,3.06,2.6,1127.79
7968,4.41,3.86,5.09,6.87,7.6,1433.35
7969,1.04,12.47,4.02,21.44,6.75,1335.87
7970,3.69,13.4,4.93,12.35,7.98,4193.1
7971,1.7,27.07,4.12,2.75,8.18,2211.63
7972,1.56,14.51,5.62,20.88,6.33,1558.18
7973,1.82,18.74,5.12,5.5,3.05,1509.45
7974,4.93,13.99,4.16,7.58,3.23,4805.97
7975,1.84,10.2,5.39,19.13,3.46,697.16
7976,1.5,13.55,4.11,8.16,7.76,2214.84
7977,1.71,5.69,4.86,21.01,5.47,3947.52
7978,1.48,5.27,4.71,5.95,8.24,825.78
7979,4.54,4.55,4.77,19.33,6.01,1246.32
7980,4.95,2.36,4.27,16.97,8.14,1517.81
7981,2.39,5.37,4.31,13.87,5.83,608.26
7982,1.64,29.49,4.82,17.61,5.28,662.76
7983,3.78,8.38,4.9,21.08,4.1,558.74
7984,2.24,20.47,4.82,22.46,2.65,3796.64
7985,4.56,15.72,4.97,14.94,8.06,4494.72
7986,4.72,5.32,5.19,22.94,3.83,3972.98
7987,1.99,23.08,5.4,17.28,6.98,1775.27
7988,4.89,8.75,4.79,5.42,7.77,4588.35
7989,1.12,28.56,4.2,10.58,6.62,4278.07
7990,2.03,23.91,4.72,16.47,3.11,509.87
7991,1.53,8.98,5.26,21.61,2.91,4358.57
7992,1.4,10.0,5.38,17.9,6.68,1488.48
7993,3.65,20.4,5.52,1.25,8.8,679.69
7994,3.04,10.57,4.72,2.15,2.99,942.94
7995,2.24,20.53,4.4,2.6,7.05,1275.22
7996,4.65,21.04,4.43,4.1,4.37,3457.12
7997,3.82,13.77,4.65,4.68,6.83,3773.23
7998,4.07,2.71,5.45,4.06,7.47,1135.93
7999,4.43,28.39,4.83,3.39,4.24,4802.81
8000,2.41,27.51,4.26,16.9,8.5,2400.21
8001,1.22,20.81,4.5,2.97,5.9,3795.68
8002,3.09,7.02,5.63,16.35,8.28,2036.24
8003,4.15,11.41,4.12,4.95,2.17,1149.72
8004,4.02,12.79,4.92,3.83,3.26,2447.54
8005,4.87,3.71,5.61,15.15,2.6,3980.01
8006,3.17,18.17,4.31,21.69,4.8,867.02
8007,3.6,3.84,5.25,18.04,8.77,3411.09
8008,1.22,4.7,4.34,21.3,2.85,1685.16
8009,1.53,12.98,5.05,17.39,6.66,3163.37
8010,4.36,13.23,4.28,3.7,8.58,628.67
8011,1.64,18.1,5.42,15.0,7.3,2109.3
8012,4.72,13.07,4.75,16.41,4.38,1090.68
8013,1.26,6.56,5.7,13.65,7.28,4248.68
8014,1.46,14.52,5.9,7.46,6.49,4906.5
8015,1.39,5.38,5.3,10.98,4.72,842.55
8016,3.35,27.07,4.2,14.27,4.09,701.03
8017,3.62,22.83,4.78,15.28,5.87,3153.38
8018,1.69,12.87,5.9,4.44,5.2,692.91
8019,3.74,3.23,4.97,12.26,6.23,1908.21
8020,3.57,6.91,4.74,19.84,6.04,1816.99
8021,3.31,25.22,4.2,3.46,2.35,4004.53
8022,2.77,14.62,4.7,9.7,7.06,1753.44
8023,1.56,4.55,4.12,3.57,4.49,4680.6
8024,4.53,18.48,4.39,1.91,8.22,4700.25
8025,2.82,8.3,5.64,2.15,2.24,3347.96
8026,3.09,20.02,5.34,6.75,4.8,2996.68
8027,2.48,14.32,5.23,18.67,5.29,1094.79
8028,3.83,27.86,5.76,10.5,2.9,2830.94
8029,1.54,2.73,4.96,14.08,6.94,4554.94
8030,2.94,2.85,4.11,2.5,5.56,3302.38
8031,4.39,16.59,5.0,13.67,8.45,2480.85
8032,3.76,28.87,4.11,1.91,4.21,2661.7
8033,1.72,14.44,5.13,5.27,5.43,1721.91
8034,3.63,26.19,5.52,2.89,8.93,2802.88
8035,4.42,19.57,5.23,13.31,6.7,4191.83
8036,2.65,23.96,5.69,13.25,3.99,2639.83
8037,4.53,7.93,4.02,5.74,8.33,1777.68
8038,2.2,8.37,4.58,2.37,2.66,4105.47
8039,2.65,4.38,4.73,22.23,7.21,805.52
8040,4.67,7.92,4.53,15.99,4.31,3355.11
8041,4.1,8.04,6.0,1.43,6.97,2870.81
8042,4.85,8.08,5.68,1.3,7.73,881.54
8043,2.61,16.69,4.94,22.51,7.64,4407.91
8044,1.14,12.71,4.93,2.89,3.23,4265.69
8045,2.68,20.73,4.86,4.64,8.12,937.13
8046,1.12,19.41,5.42,19.89,6.58,3180.42
8047,1.23,18.37,5.32,18.23,8.66,2662.34
8048,3.38,25.26,5.2,4.22,5.25,3973.6
8049,4.72,13.21,5.58,21.46,8.99,3655.99
8050,3.94,6.98,4.61,5.56,7.0,3372.27
8051,3.46,20.36,4.82,16.63,5.22,2058.66
8052,3.49,11.18,4.53,12.86,4.15,992.48
8053,3.33,10.16,5.34,18.92,3.29,4911.07
8054,1.45,4.33,5.36,11.15,8.25,1185.08
8055,2.1,15.73,4.73,19.14,3.34,2574.97
8056,4.38,3.2,4.03,20.05,2.78,3278.43
8057,4.12,22.54,5.95,7.38,8.84,3042.15
8058,4.44,24.84,5.76,12.7,5.42,887.46
8059,1.66,27.73,5.55,10.99,7.64,688.67
8060,4.56,18.18,4.17,22.57,7.16,2378.4
8061,4.02,17.45,4.67,18.82,7.1,4784.22
8062,3.95,25.09,4.49,20.57,4.47,3291.01
8063,3.81,14.07,4.55,9.6,4.84,2534.4
8064,2.61,10.58,5.08,9.35,8.48,1849.4
8065,4.21,6.92,4.57,17.27,3.54,4784.7
8066,2.02,4.02,5.25,12.33,3.19,2029.6
8067,3.87,10.03,5.71,11.95,3.42,1251.06
8068,3.9,24.88,4.13,12.92,8.0,4506.24
8069,2.19,2.93,5.1,6.06,4.93,1265.57
8070,2.77,14.6,4.17,20.67,2.03,1568.39
8071,2.06,9.79,5.26,7.13,2.63,1445.15
8072,3.08,24.46,5.48,2.61,2.03,4604.08
8073,2.96,4.39,5.83,12.72,2.27,683.5
8074,4.9,27.28,5.97,18.1,6.11,825.88
8075,4.42,21.51,4.43,14.55,6.79,2221.06
8076,2.13,3.28,4.86,12.1,8.61,4567.25
8077,2.23,26.63,4.52,20.45,4.51,3210.52
8078,3.32,2.31,4.76,9.21,3.32,515.61
8079,3.9,28.18,4.54,10.65,5.98,3500.29
8080,4.17,14.5,5.93,2.66,5.34,3943.73
8081,1.17,27.33,5.01,4.87,5.2,1492.41
8082,3.17,22.88,5.3,3.11,4.47,4997.39
8083,2.09,23.76,4.2,12.17,2.41,3834.15
8084,2.25,15.02,4.51,12.81,3.27,2762.14
8085,1.51,10.77,4.16,20.34,2.82,942.15
8086,3.93,27.18,4.22,21.82,7.47,3278.82
8087,1.15,24.06,4.44,21.01,8.51,921.74
8088,1.53,4.14,4.5,19.44,7.08,4300.48
8089,3.68,23.33,4.41,7.81,3.73,2257.64
8090,1.72,14.28,4.37,10.4,2.34,3103.53
8091,3.39,16.2,5.02,13.94,3.84,2729.24
8092,2.49,10.29,4.6,1.08,8.83,3671.51
8093,4.62,2.89,4.11,6.29,2.55,1459.94
8094,2.19,16.94,5.74,7.88,8.06,4028.6
8095,4.96,16.91,4.99,1.92,6.69,1273.31
8096,2.73,19.07,4.76,7.93,2.12,2080.8
8097,4.11,2.8,5.1,1.86,7.08,697.45
8098,3.35,8.58,5.19,3.15,8.24,2821.68
8099,3.65,29.0,5.78,9.01,5.62,2857.46
8100,3.47,10.19,5.37,11.93,3.22,4232.34
8101,4.17,19.19,4.91,14.36,5.22,515.78
8102,1.53,3.52,4.15,13.5,7.22,2115.2
8103,2.96,2.56,5.2,14.95,6.53,2059.97
8104,2.5,13.84,5.77,22.38,3.1,4356.51
8105,3.29,5.91,5.98,9.08,2.16,3055.98
8106,2.93,12.88,5.05,18.34,8.26,1082.09
8107,1.49,9.6,4.86,21.42,4.57,2243.29
8108,1.99,15.73,4.39,18.65,8.5,3128.19
8109,2.72,8.5,4.3,7.23,7.94,548.45
8110,4.09,20.06,4.34,4.75,5.26,2872.68
8111,2.74,29.1,4.34,2.38,7.38,2239.32
8112,3.7,28.02,5.83,13.06,8.67,4681.47
8113,1.73,11.47,5.9,20.77,4.6,4860.77
8114,3.19,27.1,4.79,15.41,5.1,856.86
8115,2.69,10.72,4.03,4.29,5.86,524.98
8116,3.0,6.12,5.59,4.53,3.8,2822.43
8117,2.74,24.75,5.64,17.03,3.82,2977.83
8118,2.41,7.2,5.58,12.49,7.89,1766.83
8119,2.19,27.34,5.63,21.51,5.98,4647.76
8120,2.63,6.68,4.01,11.15,2.88,1204.76
8121,4.98,18.69,4.47,1.22,3.41,2985.53
8122,4.28,2.38,5.39,2.71,2.97,1440.07
8123,2.04,19.67,5.26,19.1,6.9,2355.27
8124,3.04,28.4,4.08,12.44,6.67,1402.04
8125,5.0,9.33,4.86,7.54,4.24,4244.23
8126,4.2,3.15,5.78,14.77,2.49,2315.09
8127,4.63,25.95,4.18,21.18,7.19,789.88
8128,3.44,26.2,5.22,19.61,7.27,2328.94
8129,1.73,23.74,4.71,7.73,7.69,1447.51
8130,1.15,24.31,4.89,3.75,4.5,2177.09
8131,2.66,18.86,5.36,4.89,5.9,3167.14
8132,2.23,20.51,4.48,19.34,7.57,3747.07
8133,2.87,8.83,5.31,13.17,7.22,4536.49
8134,1.86,15.57,4.86,10.89,4.98,3745.64
8135,1.88,24.75,4.44,20.92,6.41,3211.54
8136,1.75,12.18,4.26,6.56,7.51,4861.77
8137,2.55,21.39,5.2,17.79,8.12,1066.35
8138,1.68,23.3,5.88,18.34,2.79,1785.76
8139,2.95,13.04,4.69,18.0,6.41,3655.4
8140,2.52,13.28,5.16,17.29,4.34,4577.72
8141,1.16,9.98,5.76,22.92,7.77,3033.96
8142,4.04,17.69,5.28,14.15,6.83,1421.45
8143,3.86,16.63,4.59,15.46,4.77,2275.75
8144,1.03,16.9,5.81,1.54,7.79,3050.7
8145,4.44,5.04,5.82,21.64,6.37,3636.06
8146,1.57,22.39,5.91,7.4,7.78,1634.03
8147,4.48,22.76,5.91,19.22,7.52,3214.96
8148,3.84,7.3,5.1,22.77,4.58,4196.2
8149,4.96,8.04,5.47,10.78,3.89,2067.07
8150,3.97,16.28,5.68,4.37,8.59,1858.85
8151,2.08,27.01,4.92,7.21,2.21,1287.56
8152,2.6,4.82,4.31,15.02,8.76,629.8
8153,1.78,29.1,4.93,19.49,4.17,1899.36
8154,3.65,21.6,5.51,16.57,6.55,4181.63
8155,2.67,27.83,5.58,20.85,8.05,2202.97
8156,4.63,12.44,5.7,13.6,5.9,4167.26
8157,1.36,14.81,5.87,7.08,4.99,4311.0
8158,2.67,15.8,4.28,8.24,7.79,645.23
8159,4.78,8.57,5.79,5.67,7.86,1542.11
8160,1.39,9.21,5.2,15.84,2.12,3856.84
8161,4.12,2.26,4.91,8.99,8.02,2231.82
8162,3.42,12.12,5.84,17.49,6.21,3681.9
8163,2.25,2.22,5.62,21.81,4.19,2587.78
8164,1.57,14.46,5.5,5.0,6.84,3854.56
8165,3.3,16.64,4.75,8.94,7.04,4283.29
8166,4.37,25.73,5.08,2.17,2.32,4388.23
8167,2.13,12.36,5.32,14.49,5.45,2416.42
8168,1.59,4.04,5.21,19.52,2.24,636.07
8169,2.81,19.82,4.94,6.49,4.73,1523.72
8170,3.39,12.96,4.12,4.66,8.45,1550.09
8171,1.27,17.65,5.7,19.78,5.88,2048.98
8172,4.64,16.57,5.13,1.58,6.37,719.5
8173,4.32,10.85,5.29,15.48,8.03,3033.48
8174,2.65,8.97,5.91,10.38,7.43,2828.29
8175,2.82,13.13,5.33,20.9,7.4,1250.55
8176,2.58,7.02,4.95,20.95,5.08,2973.89
8177,2.55,21.21,5.04,19.66,3.07,1266.74
8178,4.16,24.78,5.15,1.24,5.8,1714.47
8179,2.11,14.87,4.63,18.64,8.07,4085.21
8180,3.65,29.08,4.66,8.2,5.53,1274.19
8181,4.81,24.65,4.93,14.41,6.51,1971.93
8182,2.26,18.52,4.0,17.73,7.83,1416.31
8183,4.31,3.69,4.42,19.88,8.55,4254.52
8184,3.14,21.98,4.23,2.65,4.12,3913.86
8185,2.7,25.02,5.59,7.22,5.23,1674.27
8186,3.32,23.16,5.59,3.14,6.55,2417.25
8187,1.54,13.64,5.52,3.18,7.87,681.89
8188,1.23,23.61,4.04,9.87,4.27,3732.43
8189,4.18,5.86,5.95,11.36,2.95,4209.98
8190,4.72,27.91,5.74,7.59,5.82,4828.31
8191,2.08,19.23,4.19,3.04,7.11,3119.41
8192,4.12,3.14,5.13,2.72,3.91,4812.01
8193,3.71,15.9,4.9,17.53,5.19,1335.8
8194,3.19,13.32,5.55,15.99,4.55,4503.99
8195,1.52,26.14,4.17,22.45,7.42,4526.26
8196,4.76,18.79,5.05,8.71,9.0,3520.96
8197,4.96,5.93,4.91,16.87,3.29,2585.53
8198,1.72,14.63,5.02,8.42,8.4,3043.49
8199,4.31,13.05,5.86,20.88,6.67,3906.95
8200,3.47,16.68,4.8,21.43,4.97,730.08
8201,4.79,20.17,4.43,21.42,4.06,3776.24
8202,1.45,16.88,5.55,11.84,7.38,2816.47
